"FOLIO","VIV_SEL","HOGAR","N_REN","PAREN","SEXO","EDAD","P4_5","P4_6","NIVEL","GRADO","P4_8","P4_9","P4_10_1","P4_10_2","P4_10_3","ALFABETISMO","ENT","TLOC","FAC_HOG","EST_DIS","UPM_DIS"
"29240","03","1","01","1","1","25","2","","06","3","","5","23","02","1","1","31","1",1249,"447","0004550"
"29240","03","1","02","2","2","25","2","","08","3","","5","18","05","","1","31","1",1249,"447","0004550"
"29240","03","1","03","3","2","00","","","","","","","","","","","31","1",1249,"447","0004550"
"29241","04","1","01","1","1","38","2","","08","1","","5","09","03","","1","31","1",1249,"447","0004550"
"29241","04","1","02","2","2","37","2","","04","3","","5","03","10","1","1","31","1",1249,"447","0004550"
"29241","04","1","04","3","1","09","2","","02","2","1","","","","","1","31","1",1249,"447","0004550"
"29241","04","1","03","3","2","14","2","","03","1","","6","","","","1","31","1",1249,"447","0004550"
"29242","05","1","01","1","1","28","2","","08","1","","1","31","12","1","1","31","1",1249,"447","0004550"
"29242","05","1","02","2","2","19","2","","06","2","","1","15","01","","1","31","1",1249,"447","0004550"
"29242","05","1","03","3","2","00","","","","","","","","","","","31","1",1249,"447","0004550"
"29242","05","2","01","1","1","23","2","","08","4","","6","05","08","1","1","31","1",1249,"447","0004550"
"29243","01","1","01","1","1","40","2","","08","4","","5","20","05","","1","31","1",644,"448","0004551"
"29243","01","1","02","2","2","33","2","","08","4","","5","11","10","1","1","31","1",644,"448","0004551"
"29243","01","1","03","3","1","04","","","","","","","","","","","31","1",644,"448","0004551"
"29244","02","1","01","1","2","39","2","","08","5","","3","21","01","1","1","31","1",644,"448","0004551"
"29244","02","2","01","1","1","19","2","","08","1","","6","12","12","1","1","31","1",644,"448","0004551"
"29245","04","1","01","1","2","60","2","","02","6","1","4","10","05","","1","31","1",644,"448","0004551"
"29245","04","1","02","3","2","34","2","","08","4","","3","05","07","1","1","31","1",644,"448","0004551"
"29245","04","1","03","4","2","06","2","","01","2","2","","","","","2","31","1",644,"448","0004551"
"29245","04","1","04","4","1","04","","","","","","","","","","","31","1",644,"448","0004551"
"29246","05","1","01","1","1","31","2","","03","3","","5","03","04","1","1","31","1",644,"448","0004551"
"29246","05","1","02","2","2","37","2","","08","4","","5","19","02","","1","31","1",644,"448","0004551"
"29246","05","1","04","3","2","02","","","","","","","","","","","31","1",644,"448","0004551"
"29246","05","1","03","3","2","05","2","","01","2","2","","","","","2","31","1",644,"448","0004551"
"29246","05","1","05","7","2","68","2","","02","6","1","6","14","02","","1","31","1",644,"448","0004551"
"29247","02","1","01","1","2","29","2","","03","3","","5","14","02","1","1","31","1",678,"448","0004552"
"29247","02","1","02","2","1","36","2","","06","3","","5","14","07","","1","31","1",678,"448","0004552"
"29247","02","1","03","3","2","06","2","","01","3","1","","","","","1","31","1",678,"448","0004552"
"29247","02","1","05","3","1","05","2","","01","3","2","","","","","2","31","1",678,"448","0004552"
"29247","02","1","04","3","2","10","2","","02","4","1","","","","","1","31","1",678,"448","0004552"
"29248","03","1","01","1","2","29","2","","08","5","","1","27","12","","1","31","1",678,"448","0004552"
"29248","03","1","02","2","2","26","2","","08","5","","1","22","03","1","1","31","1",678,"448","0004552"
"29249","04","1","01","1","2","35","2","","07","3","","3","29","11","1","1","31","1",678,"448","0004552"
"29249","04","1","02","3","1","15","2","","03","1","","6","","","","1","31","1",678,"448","0004552"
"29250","05","1","01","1","1","40","2","","06","3","","1","03","01","","1","31","1",678,"448","0004552"
"29250","05","1","02","2","2","38","2","","06","3","","1","07","12","1","1","31","1",678,"448","0004552"
"29251","01","1","01","1","2","53","2","","07","3","","5","23","12","1","1","31","1",831,"450","0004553"
"29251","01","1","02","2","1","60","2","","10","4","","5","08","03","","1","31","1",831,"450","0004553"
"29251","01","1","03","3","2","23","2","","08","3","","6","09","05","","1","31","1",831,"450","0004553"
"29251","01","1","04","3","1","21","2","","06","2","","6","08","04","","1","31","1",831,"450","0004553"
"29252","02","1","01","1","2","65","2","","08","4","","5","12","12","","1","31","1",831,"450","0004553"
"29252","02","1","02","3","1","38","2","","08","4","","6","07","10","1","1","31","1",831,"450","0004553"
"29252","02","1","03","3","2","31","2","","08","4","","6","24","10","","1","31","1",831,"450","0004553"
"29253","03","1","01","1","1","38","2","","08","4","","5","08","02","1","1","31","1",831,"450","0004553"
"29253","03","1","02","2","2","37","2","","10","2","","5","22","03","","1","31","1",831,"450","0004553"
"29253","03","1","03","3","1","09","2","","02","2","1","","","","","1","31","1",831,"450","0004553"
"29253","03","1","04","3","2","07","2","","02","1","1","","","","","1","31","1",831,"450","0004553"
"29254","04","1","01","1","2","41","2","","07","3","","5","01","09","1","1","31","1",831,"450","0004553"
"29254","04","1","02","2","1","43","2","","08","5","","5","16","06","","1","31","1",831,"450","0004553"
"29254","04","1","03","3","1","07","2","","02","1","1","","","","","1","31","1",831,"450","0004553"
"29255","05","1","01","1","1","47","2","","10","1","","5","07","11","1","1","31","1",831,"450","0004553"
"29255","05","1","02","2","2","38","2","","10","2","","5","31","01","","1","31","1",831,"450","0004553"
"29255","05","1","04","3","1","04","","","","","","","","","","","31","1",831,"450","0004553"
"29255","05","1","03","3","1","07","2","","01","3","1","","","","","1","31","1",831,"450","0004553"
"29256","02","1","01","1","2","46","1","1","07","3","","6","22","02","","1","31","1",647,"450","0004554"
"29256","02","1","02","8","2","37","2","","08","5","","6","30","07","1","1","31","1",647,"450","0004554"
"29257","03","1","01","1","2","40","2","","08","4","","6","14","02","1","1","31","1",647,"450","0004554"
"29258","04","1","01","1","1","37","2","","08","3","","5","06","04","","1","31","1",647,"450","0004554"
"29258","04","1","02","2","2","37","2","","10","2","","5","07","07","1","1","31","1",647,"450","0004554"
"29258","04","1","03","3","2","02","","","","","","","","","","","31","1",647,"450","0004554"
"29259","05","1","01","1","1","39","2","","08","4","","5","09","07","","1","31","1",647,"450","0004554"
"29259","05","1","02","2","2","33","2","","04","3","","5","04","12","1","1","31","1",647,"450","0004554"
"29259","05","1","03","3","1","13","2","","03","1","","6","","","","1","31","1",647,"450","0004554"
"29259","05","1","04","3","1","09","2","","02","3","1","","","","","1","31","1",647,"450","0004554"
"29260","01","1","01","1","1","41","2","","07","3","","1","02","09","","1","31","1",804,"450","0004555"
"29260","01","1","02","2","2","36","2","","03","3","","1","21","09","1","1","31","1",804,"450","0004555"
"29261","02","1","01","1","1","75","2","","08","6","","3","07","08","1","1","31","1",804,"450","0004555"
"29262","04","1","01","1","2","73","2","","04","2","","4","27","03","1","1","31","1",804,"450","0004555"
"29262","04","1","02","3","1","42","2","","08","1","","6","07","04","","1","31","1",804,"450","0004555"
"29263","05","1","01","1","1","40","2","","08","5","","1","06","11","","1","31","1",804,"450","0004555"
"29263","05","1","02","2","2","39","2","","06","3","","1","20","08","1","1","31","1",804,"450","0004555"
"29264","01","1","01","1","1","43","2","","03","3","","1","13","03","","1","31","1",772,"448","0004556"
"29264","01","1","02","2","2","30","2","","03","3","","1","13","12","1","1","31","1",772,"448","0004556"
"29264","01","1","04","3","2","07","2","","01","3","2","","","","","2","31","1",772,"448","0004556"
"29264","01","1","03","7","2","12","2","","02","5","1","6","","","","1","31","1",772,"448","0004556"
"29265","02","1","01","1","2","64","2","","03","2","","2","28","02","1","1","31","1",772,"448","0004556"
"29265","02","1","02","3","2","22","2","","08","2","","6","09","03","","1","31","1",772,"448","0004556"
"29266","03","1","01","1","2","22","2","","06","2","","1","21","01","","1","31","1",772,"448","0004556"
"29266","03","1","02","2","1","23","2","","03","2","","1","11","06","1","1","31","1",772,"448","0004556"
"29266","03","1","04","3","2","03","","","","","","","","","","","31","1",772,"448","0004556"
"29266","03","1","03","3","1","01","","","","","","","","","","","31","1",772,"448","0004556"
"29267","04","1","01","1","1","37","2","","03","3","","5","30","09","","1","31","1",772,"448","0004556"
"29267","04","1","02","2","2","33","2","","03","2","","5","26","08","1","1","31","1",772,"448","0004556"
"29267","04","1","04","3","1","14","2","","03","1","","6","","","","1","31","1",772,"448","0004556"
"29267","04","1","03","3","1","16","2","","03","3","","6","","","","1","31","1",772,"448","0004556"
"29268","05","1","01","1","1","40","2","","02","3","1","1","26","07","1","1","31","1",772,"448","0004556"
"29268","05","1","02","2","2","36","2","","02","6","1","1","06","06","","1","31","1",772,"448","0004556"
"29268","05","1","03","3","1","18","2","","06","2","","6","15","09","","1","31","1",772,"448","0004556"
"29268","05","1","04","3","1","10","2","","02","3","1","","","","","1","31","1",772,"448","0004556"
"29269","01","1","01","1","1","35","2","","06","1","","5","30","04","","1","31","1",1717,"447","0004557"
"29269","01","1","02","2","2","27","2","","03","3","","5","28","09","1","1","31","1",1717,"447","0004557"
"29269","01","1","05","3","1","08","2","","02","2","1","","","","","1","31","1",1717,"447","0004557"
"29269","01","1","07","3","1","01","","","","","","","","","","","31","1",1717,"447","0004557"
"29269","01","1","06","3","2","06","2","","01","3","2","","","","","2","31","1",1717,"447","0004557"
"29269","01","1","03","6","1","75","2","","02","3","1","5","19","10","","1","31","1",1717,"447","0004557"
"29269","01","1","04","6","2","69","2","","02","3","1","5","05","11","","1","31","1",1717,"447","0004557"
"29270","02","1","01","1","1","68","1","1","02","4","1","5","22","05","","1","31","1",1717,"447","0004557"
"29270","02","1","02","2","2","63","1","1","00","0","2","5","14","07","","2","31","1",1717,"447","0004557"
"29270","02","1","04","3","1","28","1","1","03","3","","1","15","04","","1","31","1",1717,"447","0004557"
"29270","02","1","06","4","1","11","2","","02","4","1","","","","","1","31","1",1717,"447","0004557"
"29270","02","1","07","4","2","02","","","","","","","","","","","31","1",1717,"447","0004557"
"29270","02","1","05","5","2","28","2","","03","2","","1","06","08","1","1","31","1",1717,"447","0004557"
"29270","02","1","03","6","2","84","1","2","00","0","2","1","05","05","","2","31","1",1717,"447","0004557"
"29271","04","1","01","1","2","40","2","","02","6","1","1","21","12","","1","31","1",1717,"447","0004557"
"29271","04","1","02","2","1","30","2","","02","2","1","1","05","02","1","1","31","1",1717,"447","0004557"
"29271","04","1","03","3","2","12","2","","02","5","1","6","","","","1","31","1",1717,"447","0004557"
"29271","04","1","04","3","1","05","2","","01","2","2","","","","","2","31","1",1717,"447","0004557"
"29272","05","1","01","1","1","49","2","","02","6","1","5","02","04","1","1","31","1",1717,"447","0004557"
"29272","05","1","02","2","2","40","2","","02","6","1","5","08","02","","1","31","1",1717,"447","0004557"
"29272","05","1","03","3","1","15","2","","03","1","","6","","","","1","31","1",1717,"447","0004557"
"29272","05","1","04","3","2","08","2","","02","1","2","","","","","2","31","1",1717,"447","0004557"
"29273","01","1","01","1","1","78","1","1","02","6","1","5","25","02","","1","31","1",675,"448","0004558"
"29273","01","1","02","2","2","75","1","1","02","6","1","5","26","04","","1","31","1",675,"448","0004558"
"29273","01","1","04","4","1","20","2","","06","3","","6","19","10","1","1","31","1",675,"448","0004558"
"29273","01","1","03","4","2","18","2","","06","2","","6","15","04","","1","31","1",675,"448","0004558"
"29274","02","1","01","1","1","27","2","","06","3","","1","01","01","","1","31","1",675,"448","0004558"
"29274","02","1","02","2","2","35","2","","08","5","","1","02","06","1","1","31","1",675,"448","0004558"
"29275","03","1","01","1","2","50","2","","06","3","","6","15","08","","1","31","1",675,"448","0004558"
"29275","03","1","02","3","2","21","2","","08","4","","6","29","07","1","1","31","1",675,"448","0004558"
"29275","03","1","03","6","2","75","2","","02","6","1","4","17","02","","1","31","1",675,"448","0004558"
"29276","04","1","01","1","1","55","2","","03","3","","5","17","04","","1","31","1",675,"448","0004558"
"29276","04","1","02","2","2","49","2","","03","3","","5","22","08","","1","31","1",675,"448","0004558"
"29276","04","1","05","3","2","17","2","","06","1","","6","","","","1","31","1",675,"448","0004558"
"29276","04","1","04","3","2","20","2","","08","1","","6","27","12","1","1","31","1",675,"448","0004558"
"29276","04","1","03","3","1","27","2","","06","3","","6","28","06","","1","31","1",675,"448","0004558"
"29277","05","1","01","1","1","45","2","","08","5","","5","04","10","","1","31","1",675,"448","0004558"
"29277","05","1","02","2","2","42","2","","08","4","","5","13","11","","1","31","1",675,"448","0004558"
"29277","05","1","07","3","2","02","","","","","","","","","","","31","1",675,"448","0004558"
"29277","05","1","06","3","2","11","2","","02","6","1","","","","","1","31","1",675,"448","0004558"
"29277","05","1","04","3","2","21","2","","08","1","","6","26","12","1","1","31","1",675,"448","0004558"
"29277","05","1","05","3","1","14","2","","03","3","","6","","","","1","31","1",675,"448","0004558"
"29277","05","1","03","6","2","58","2","","04","3","","2","06","06","","1","31","1",675,"448","0004558"
"29278","01","1","01","1","2","71","2","","03","3","","4","30","10","1","1","31","1",729,"450","0004559"
"29278","01","1","02","3","2","48","2","","08","5","","6","15","03","","1","31","1",729,"450","0004559"
"29279","02","1","01","1","2","54","2","","06","3","","5","24","06","","1","31","1",729,"450","0004559"
"29279","02","1","02","2","1","54","2","","08","4","","5","02","02","","1","31","1",729,"450","0004559"
