"FOLIO","VIV_SEL","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P2_1","P2_2","P2_3","ENT","TLOC","FAC_VIV","EST_DIS","UPM_DIS"
"00001","01","3","02","1","1","1","1","2","1","1","1","1","1","1","1","04","1","","01","1",357,"002","0000001"
"00002","02","2","02","1","1","1","1","2","2","2","2","2","2","2","","02","1","","01","1",357,"002","0000001"
"00003","05","3","01","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",357,"002","0000001"
"00004","01","3","02","1","1","1","1","1","1","1","1","2","2","2","","02","1","","01","1",332,"002","0000002"
"00005","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",332,"002","0000002"
"00006","04","3","02","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","01","1",332,"002","0000002"
"00007","05","3","03","1","1","1","1","1","1","1","1","1","1","1","2","03","1","","01","1",332,"002","0000002"
"00008","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",438,"003","0000003"
"00009","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",438,"003","0000003"
"00010","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",438,"003","0000003"
"00011","04","3","03","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","01","1",438,"003","0000003"
"00012","05","3","03","1","1","1","1","1","1","1","1","2","2","1","2","01","1","","01","1",438,"003","0000003"
"00013","01","2","01","2","1","1","1","1","1","2","2","2","2","2","","07","1","","01","1",316,"001","0000004"
"00014","02","3","01","1","1","1","1","1","1","1","1","1","2","2","","02","1","","01","1",316,"001","0000004"
"00015","04","2","03","1","1","1","1","1","1","1","1","2","1","1","1","05","1","","01","1",316,"001","0000004"
"00016","05","3","05","1","1","1","1","1","1","2","1","2","2","2","","08","1","","01","1",316,"001","0000004"
"00017","01","3","01","1","1","1","1","1","2","2","1","2","2","1","1","04","1","","01","1",347,"001","0000005"
"00018","02","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",347,"001","0000005"
"00019","05","3","03","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",347,"001","0000005"
"00020","01","3","02","1","1","1","1","1","1","2","2","2","2","1","2","07","1","","01","1",340,"001","0000006"
"00021","02","2","01","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","01","1",340,"001","0000006"
"00022","04","2","04","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","1",340,"001","0000006"
"00023","05","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",340,"001","0000006"
"00024","01","2","03","1","1","1","1","1","1","2","1","1","2","1","2","06","1","","01","1",355,"002","0000007"
"00025","03","2","03","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","01","1",355,"002","0000007"
"00026","04","3","03","1","1","1","1","1","1","1","1","1","2","1","1","08","1","","01","1",355,"002","0000007"
"00027","01","2","02","1","1","1","1","1","1","2","1","2","2","2","","03","1","","01","1",297,"001","0000008"
"00028","03","2","03","1","1","1","1","1","1","2","1","1","2","1","1","03","1","","01","1",297,"001","0000008"
"00029","04","3","04","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",297,"001","0000008"
"00030","01","3","01","1","1","1","1","2","2","2","2","2","2","2","","02","1","","01","1",302,"001","0000009"
"00031","03","2","01","1","1","1","1","1","1","2","1","2","2","2","","01","1","","01","1",302,"001","0000009"
"00032","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",302,"001","0000009"
"00033","05","3","02","1","1","1","1","1","1","1","1","1","1","1","2","03","1","","01","1",302,"001","0000009"
"00034","01","2","01","2","1","1","1","2","2","2","2","2","2","2","","03","1","","01","1",339,"002","0000010"
"00035","02","3","01","1","1","1","1","1","1","1","2","1","2","2","","01","1","","01","1",339,"002","0000010"
"00036","03","3","03","1","1","1","1","1","1","1","1","1","2","1","2","05","1","","01","1",339,"002","0000010"
"00037","04","3","02","1","1","1","1","1","1","2","1","2","2","2","","01","1","","01","1",339,"002","0000010"
"00038","05","3","06","1","1","1","1","1","1","1","1","1","1","1","1","07","1","","01","1",339,"002","0000010"
"00039","01","3","04","1","1","1","1","1","1","2","1","2","2","2","","04","1","","01","1",304,"002","0000011"
"00040","02","2","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",304,"002","0000011"
"00041","03","3","02","1","1","1","1","1","1","2","1","1","1","1","2","05","1","","01","1",304,"002","0000011"
"00042","04","3","04","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",304,"002","0000011"
"00043","05","2","02","2","1","1","1","1","1","2","2","2","2","2","","05","1","","01","1",304,"002","0000011"
"00044","01","3","02","1","1","1","1","1","1","2","1","2","2","1","1","04","1","","01","1",288,"002","0000012"
"00045","02","3","03","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","1",288,"002","0000012"
"00046","04","3","04","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",288,"002","0000012"
"00047","05","3","01","1","1","1","1","1","1","1","2","2","2","1","2","01","1","","01","1",288,"002","0000012"
"00048","01","2","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",405,"002","0000013"
"00049","03","3","05","1","1","1","1","1","1","1","2","1","2","1","2","06","1","","01","1",405,"002","0000013"
"00050","04","3","02","1","1","1","1","1","1","2","1","2","2","1","1","04","1","","01","1",405,"002","0000013"
"00051","01","3","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","01","1",342,"002","0000014"
"00052","02","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",342,"002","0000014"
"00053","03","3","05","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",342,"002","0000014"
"00054","05","3","03","1","1","1","1","1","1","2","2","2","2","2","","03","1","","01","1",342,"002","0000014"
"00055","01","3","03","1","1","1","1","1","1","1","1","2","2","1","2","10","1","","01","1",361,"002","0000015"
"00056","02","3","03","1","1","1","1","1","1","1","1","1","2","2","","02","1","","01","1",361,"002","0000015"
"00057","03","2","02","1","1","1","1","2","2","1","1","2","2","1","2","04","1","","01","1",361,"002","0000015"
"00058","04","3","03","1","1","1","1","1","1","1","1","1","2","1","2","08","1","","01","1",361,"002","0000015"
"00059","05","3","06","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","01","1",361,"002","0000015"
"00060","01","2","02","1","1","1","1","1","2","2","1","2","2","2","","01","1","","01","1",336,"002","0000016"
"00061","04","3","02","1","1","1","1","1","1","2","1","1","2","1","2","05","1","","01","1",336,"002","0000016"
"00062","05","3","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",336,"002","0000016"
"00063","01","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",237,"002","0000017"
"00064","02","2","03","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",237,"002","0000017"
"00065","03","2","03","1","1","1","1","1","2","2","2","2","2","2","","01","1","","01","1",237,"002","0000017"
"00066","02","2","01","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","1",391,"002","0000018"
"00067","03","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",391,"002","0000018"
"00068","04","2","01","1","1","1","1","2","1","2","2","2","2","2","","01","1","","01","1",391,"002","0000018"
"00069","05","3","02","1","1","1","1","1","1","2","2","2","2","1","2","02","1","","01","1",391,"002","0000018"
"00070","01","3","02","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","01","1",434,"003","0000019"
"00071","03","2","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",434,"003","0000019"
"00072","05","3","04","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",434,"003","0000019"
"00073","01","3","02","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","01","1",326,"002","0000020"
"00074","02","3","03","1","1","1","1","1","1","2","1","2","2","2","","05","1","","01","1",326,"002","0000020"
"00075","04","2","03","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",326,"002","0000020"
"00076","05","2","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",326,"002","0000020"
"00077","01","2","02","1","1","1","1","1","1","1","2","1","2","1","1","03","1","","01","1",345,"002","0000021"
"00078","01","3","01","1","1","1","1","1","1","2","2","2","2","2","","01","1","","01","1",373,"002","0000022"
"00079","02","2","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",373,"002","0000022"
"00080","03","3","02","1","1","1","1","1","2","1","1","2","2","1","2","02","1","","01","1",373,"002","0000022"
"00081","02","3","02","1","1","1","1","1","1","1","1","2","2","2","","02","1","","01","1",419,"002","0000023"
"00082","03","3","02","1","1","1","1","1","1","2","1","2","2","2","","01","1","","01","1",419,"002","0000023"
"00083","05","3","04","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",419,"002","0000023"
"00084","01","3","06","1","1","1","1","1","1","1","1","1","2","1","1","06","1","","01","1",391,"002","0000024"
"00085","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",391,"002","0000024"
"00086","03","3","03","1","1","1","1","1","1","1","1","2","2","2","","01","1","","01","1",391,"002","0000024"
"00087","05","3","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",391,"002","0000024"
"00088","01","3","02","1","1","1","1","1","1","2","1","2","2","1","2","01","1","","01","1",395,"002","0000025"
"00089","02","3","03","1","1","1","1","1","1","2","1","1","2","1","2","05","1","","01","1",395,"002","0000025"
"00090","03","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",395,"002","0000025"
"00091","04","3","01","1","1","1","1","1","1","1","1","2","2","2","","01","1","","01","1",395,"002","0000025"
"00092","05","3","03","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","01","1",395,"002","0000025"
"00093","01","3","04","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",382,"002","0000026"
"00094","02","3","02","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","1",382,"002","0000026"
"00095","03","3","01","1","1","1","1","1","1","1","2","2","2","2","","02","1","","01","1",382,"002","0000026"
"00096","04","3","01","1","1","1","1","1","1","1","2","1","2","1","2","01","1","","01","1",382,"002","0000026"
"00097","05","2","02","1","1","1","1","1","1","2","1","1","1","1","2","03","1","","01","1",382,"002","0000026"
"00098","01","3","03","1","1","1","1","1","2","2","2","2","2","2","","01","1","","01","1",369,"002","0000027"
"00099","03","3","03","1","1","1","1","1","1","2","2","2","2","2","","03","1","","01","1",369,"002","0000027"
"00100","04","3","02","1","1","1","1","1","1","2","2","1","2","1","2","01","1","","01","1",369,"002","0000027"
"00101","05","3","02","1","1","1","1","1","1","2","1","2","2","2","","04","1","","01","1",369,"002","0000027"
"00102","01","2","03","1","1","1","1","1","1","1","1","1","1","1","2","05","1","","01","1",384,"002","0000028"
"00103","02","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",384,"002","0000028"
"00104","03","1","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",384,"002","0000028"
"00105","04","3","03","1","1","1","1","1","1","2","1","1","2","1","1","03","1","","01","1",384,"002","0000028"
"00106","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",384,"002","0000028"
"00107","01","3","05","1","1","1","1","1","1","2","1","1","1","1","2","07","1","","01","1",356,"002","0000029"
"00108","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",356,"002","0000029"
"00109","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",356,"002","0000029"
"00110","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",357,"003","0000030"
"00111","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",357,"003","0000030"
"00112","04","3","01","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","01","1",357,"003","0000030"
"00113","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",357,"003","0000030"
"00114","01","2","01","1","1","1","1","2","2","2","2","2","2","2","","02","1","","01","1",370,"002","0000031"
"00115","02","2","02","1","1","1","1","1","1","2","2","2","2","2","","03","1","","01","1",370,"002","0000031"
"00116","03","2","01","1","1","1","1","1","2","2","2","2","2","2","","02","1","","01","1",370,"002","0000031"
"00117","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",370,"002","0000031"
"00118","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",370,"002","0000031"
"00119","01","3","03","1","1","1","1","1","1","1","1","2","2","2","","04","2","02","01","1",358,"001","0000032"
"00120","02","3","02","1","1","1","1","1","1","2","1","2","2","2","","03","1","","01","1",358,"001","0000032"
"00121","03","2","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","01","1",358,"001","0000032"
"00122","05","2","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",358,"001","0000032"
"00123","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",373,"002","0000033"
"00124","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","01","1",373,"002","0000033"
"00125","03","2","02","1","1","1","1","1","1","1","1","2","2","2","","02","1","","01","1",373,"002","0000033"
"00126","05","3","02","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","1",373,"002","0000033"
"00127","01","3","03","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",376,"002","0000034"
"00128","03","2","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",376,"002","0000034"
"00129","04","3","02","1","1","1","1","1","1","2","1","1","2","1","2","03","1","","01","1",376,"002","0000034"
"00130","05","2","01","1","1","1","1","1","1","1","1","2","2","2","","02","1","","01","1",376,"002","0000034"
"00131","01","2","02","1","1","1","1","2","1","2","1","2","2","1","1","06","1","","01","1",325,"001","0000035"
"00132","02","2","06","1","1","1","1","1","1","1","2","1","2","1","2","17","1","","01","1",325,"001","0000035"
"00133","03","2","01","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","01","1",325,"001","0000035"
"00134","04","2","02","1","1","1","1","1","1","2","1","1","2","1","1","06","1","","01","1",325,"001","0000035"
"00135","05","2","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",325,"001","0000035"
"00136","02","2","03","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",349,"002","0000036"
"00137","03","3","03","1","1","1","1","1","1","1","1","2","1","1","1","01","1","","01","1",349,"002","0000036"
"00138","05","3","01","2","1","1","1","1","1","1","1","2","2","2","","03","1","","01","1",349,"002","0000036"
"00139","01","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",384,"002","0000037"
"00140","03","3","02","1","1","1","1","1","1","2","1","1","2","1","2","03","1","","01","1",384,"002","0000037"
"00141","04","3","04","1","1","1","1","1","1","2","2","2","2","1","2","03","1","","01","1",384,"002","0000037"
"00142","05","3","02","1","1","1","1","1","1","1","1","2","2","2","","02","1","","01","1",384,"002","0000037"
"00143","03","3","01","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","01","1",420,"002","0000038"
"00144","04","3","01","1","1","1","1","1","1","1","1","2","2","1","2","01","1","","01","1",420,"002","0000038"
"00145","05","3","03","1","1","1","1","1","1","1","1","1","1","1","2","05","1","","01","1",420,"002","0000038"
"00146","01","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",390,"002","0000039"
"00147","02","3","04","1","1","1","1","1","1","1","1","1","1","1","1","06","1","","01","1",390,"002","0000039"
"00148","04","3","01","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",390,"002","0000039"
"00149","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",390,"002","0000039"
"00150","01","3","03","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","1",433,"002","0000040"
"00151","02","3","03","1","1","1","1","2","2","2","1","2","2","1","2","08","1","","01","1",433,"002","0000040"
"00152","03","3","03","2","1","1","1","1","1","2","1","2","2","1","1","06","1","","01","1",433,"002","0000040"
"00153","04","3","03","1","1","1","1","1","1","1","1","2","2","1","2","05","1","","01","1",433,"002","0000040"
"00154","05","3","03","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","1",433,"002","0000040"
"00155","01","3","03","1","1","1","1","1","1","2","1","2","2","1","1","05","1","","01","1",369,"002","0000041"
"00156","02","3","01","1","1","1","1","2","1","2","2","2","2","2","","01","1","","01","1",369,"002","0000041"
"00157","03","3","02","1","1","1","1","1","1","2","1","2","2","1","1","02","1","","01","1",369,"002","0000041"
"00158","04","3","03","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","01","1",369,"002","0000041"
"00159","05","3","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","01","1",369,"002","0000041"
"00160","02","3","01","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","01","1",344,"002","0000042"
"00161","04","3","02","1","1","1","1","1","1","2","1","1","2","1","1","02","1","","01","1",344,"002","0000042"
"00162","05","3","02","1","1","1","1","1","1","1","1","1","2","1","2","06","1","","01","1",344,"002","0000042"
"00163","01","2","01","1","1","1","1","1","2","2","2","2","2","1","2","06","1","","01","1",329,"001","0000043"
"00164","02","3","04","1","1","1","1","1","1","1","1","1","2","1","2","06","1","","01","1",329,"001","0000043"
"00165","03","3","03","1","1","1","1","1","1","1","1","2","2","1","1","06","1","","01","1",329,"001","0000043"
"00166","05","2","02","1","1","1","1","1","1","1","1","2","2","1","2","05","1","","01","1",329,"001","0000043"
"00167","01","3","04","1","1","1","1","1","1","1","1","1","1","1","1","06","1","","01","1",523,"003","0000044"
"00168","04","3","04","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","1",523,"003","0000044"
"00169","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",523,"003","0000044"
"00170","01","3","03","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","01","1",380,"003","0000045"
"00171","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","06","1","","01","1",380,"003","0000045"
"00172","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",380,"003","0000045"
"00173","04","3","03","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","01","1",380,"003","0000045"
"00174","05","3","01","1","1","1","1","1","1","2","2","2","2","2","","01","1","","01","1",380,"003","0000045"
"00175","01","3","04","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","1",374,"002","0000046"
"00176","02","2","03","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","01","1",374,"002","0000046"
"00177","03","3","01","1","1","1","1","1","1","1","1","2","2","2","","08","1","","01","1",374,"002","0000046"
"00178","05","3","01","1","1","1","1","1","2","1","1","1","2","1","1","01","1","","01","1",374,"002","0000046"
"00179","02","3","02","1","1","1","1","1","1","1","2","2","2","2","","01","1","","01","1",396,"002","0000047"
"00180","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",396,"002","0000047"
"00181","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",396,"002","0000047"
"00182","01","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",340,"002","0000048"
"00183","02","3","03","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","1",340,"002","0000048"
"00184","05","3","04","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",340,"002","0000048"
"00185","01","3","02","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",372,"003","0000049"
"00186","03","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",372,"003","0000049"
"00187","04","3","01","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",372,"003","0000049"
"00188","05","3","01","1","1","1","1","1","2","1","1","1","2","1","1","01","1","","01","1",372,"003","0000049"
"00189","01","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",372,"002","0000050"
"00190","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",372,"002","0000050"
"00191","03","3","01","1","1","1","1","1","1","2","1","2","2","1","1","01","1","","01","1",372,"002","0000050"
"00192","04","3","03","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",372,"002","0000050"
"00193","01","3","02","1","1","1","1","1","1","2","1","1","2","1","1","05","1","","01","1",279,"001","0000051"
"00194","02","3","03","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",279,"001","0000051"
"00195","04","3","02","1","1","1","1","1","1","1","2","2","2","1","2","04","1","","01","1",279,"001","0000051"
"00196","05","3","03","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","01","1",279,"001","0000051"
"00197","01","3","01","1","1","1","1","2","2","2","1","2","1","1","2","01","1","","01","1",375,"001","0000052"
"00198","02","3","03","1","1","1","1","1","1","2","2","2","2","2","","09","1","","01","1",375,"001","0000052"
"00199","03","3","03","1","1","1","1","1","1","1","1","2","2","1","2","06","1","","01","1",375,"001","0000052"
"00200","04","3","01","1","1","1","1","1","1","2","1","2","2","2","","04","1","","01","1",375,"001","0000052"
"00201","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",375,"001","0000052"
"00202","01","1","01","1","1","1","1","2","2","2","1","1","2","2","","02","1","","01","1",394,"002","0000053"
"00203","02","2","02","2","1","1","1","1","1","2","2","2","2","2","","02","1","","01","1",394,"002","0000053"
"00204","03","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",394,"002","0000053"
"00205","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",394,"002","0000053"
"00206","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",394,"002","0000053"
"00207","01","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",382,"002","0000054"
"00208","02","3","02","1","1","1","1","1","1","1","1","2","2","2","","04","1","","01","1",382,"002","0000054"
"00209","03","3","02","1","1","1","1","1","1","1","2","2","2","1","2","01","1","","01","1",382,"002","0000054"
"00210","04","3","05","1","1","1","1","1","1","1","2","1","2","1","1","06","1","","01","1",382,"002","0000054"
"00211","02","2","01","1","1","1","1","1","1","1","2","2","2","1","1","02","1","","01","1",355,"002","0000055"
"00212","03","3","02","1","1","1","1","1","1","1","2","2","2","1","1","02","1","","01","1",355,"002","0000055"
"00213","04","3","03","1","1","1","1","1","1","1","2","1","2","1","1","05","1","","01","1",355,"002","0000055"
"00214","05","3","04","2","1","1","1","1","1","1","1","2","2","1","1","06","1","","01","1",355,"002","0000055"
"00215","01","3","01","1","1","1","1","1","1","2","1","1","2","1","1","04","1","","01","1",192,"001","0000056"
"00216","02","2","06","1","1","1","1","1","1","1","1","2","2","1","2","07","1","","01","1",192,"001","0000056"
"00217","03","2","02","1","1","1","1","1","2","2","2","2","2","2","","04","1","","01","1",192,"001","0000056"
"00218","04","2","03","2","1","1","1","1","1","2","2","2","2","2","","02","1","","01","1",192,"001","0000056"
"00219","05","3","05","1","1","1","1","1","1","2","1","1","2","1","2","10","2","02","01","1",192,"001","0000056"
"00220","01","3","03","1","1","1","1","1","1","1","1","2","1","1","2","06","1","","01","1",395,"001","0000057"
"00221","02","2","03","1","1","1","1","1","1","1","1","2","2","2","","10","1","","01","1",395,"001","0000057"
"00222","03","2","06","1","1","1","1","1","1","2","1","2","2","2","","05","1","","01","1",395,"001","0000057"
"00223","04","2","03","1","1","1","1","1","1","1","1","2","2","1","1","08","1","","01","1",395,"001","0000057"
"00224","01","3","03","1","1","1","1","1","1","1","2","2","2","2","","06","1","","01","1",509,"001","0000058"
"00225","02","3","02","1","1","1","1","1","1","1","1","2","2","1","1","03","1","","01","1",509,"001","0000058"
"00226","03","3","05","1","1","1","1","1","1","1","1","1","1","1","1","06","1","","01","1",509,"001","0000058"
"00227","04","3","02","1","1","1","1","1","1","2","1","1","2","2","","02","1","","01","1",509,"001","0000058"
"00228","05","2","02","1","1","1","1","1","1","1","1","2","2","2","","01","1","","01","1",509,"001","0000058"
"00229","01","2","01","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",342,"001","0000059"
"00230","02","3","02","1","1","1","1","1","1","2","2","2","2","2","","06","1","","01","1",342,"001","0000059"
"00231","03","3","04","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","01","1",342,"001","0000059"
"00232","04","2","01","1","1","1","1","1","2","2","2","2","2","2","","01","1","","01","1",342,"001","0000059"
"00233","05","2","04","1","1","1","1","1","2","2","2","2","2","2","","11","2","02","01","1",342,"001","0000059"
"00234","01","3","01","1","1","1","1","1","1","1","1","1","1","1","1","01","1","","01","1",353,"003","0000060"
"00235","02","2","02","1","1","1","1","1","1","2","1","2","2","2","","01","1","","01","1",353,"003","0000060"
"00236","03","2","02","1","1","1","1","1","1","2","2","1","2","1","1","04","1","","01","1",353,"003","0000060"
"00237","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",353,"003","0000060"
"00238","05","3","02","1","1","1","1","1","1","2","1","1","2","1","1","03","1","","01","1",353,"003","0000060"
"00239","01","2","02","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","01","1",336,"002","0000061"
"00240","02","3","02","1","1","1","1","1","1","2","2","1","1","1","1","02","1","","01","1",336,"002","0000061"
"00241","03","2","03","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",336,"002","0000061"
"00242","04","3","02","1","1","1","1","1","1","2","2","1","2","1","2","02","1","","01","1",336,"002","0000061"
"00243","05","2","03","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","01","1",336,"002","0000061"
"00244","01","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",327,"002","0000062"
"00245","02","3","05","1","1","1","1","1","1","1","1","1","1","1","1","06","1","","01","1",327,"002","0000062"
"00246","03","2","02","1","1","1","1","1","1","2","1","2","2","1","2","01","1","","01","1",327,"002","0000062"
"00247","05","3","03","1","1","1","1","1","1","1","1","2","2","2","","02","1","","01","1",327,"002","0000062"
"00248","01","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",377,"002","0000063"
"00249","02","2","03","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","01","1",377,"002","0000063"
"00250","03","2","04","1","1","1","1","1","1","1","1","2","2","2","","11","1","","01","1",377,"002","0000063"
"00251","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","1",377,"002","0000063"
"00252","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",335,"002","0000064"
"00253","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",335,"002","0000064"
"00254","04","3","03","1","1","1","1","1","1","2","1","1","2","1","1","02","1","","01","1",335,"002","0000064"
"00255","05","3","03","1","1","1","1","1","1","1","2","2","2","1","2","04","1","","01","1",335,"002","0000064"
"00256","01","3","02","1","1","1","1","1","1","2","1","2","2","2","","05","1","","01","1",365,"002","0000065"
"00257","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",365,"002","0000065"
"00258","03","3","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",365,"002","0000065"
"00259","04","2","05","1","1","1","1","1","1","1","2","1","2","1","2","08","1","","01","1",365,"002","0000065"
"00260","05","2","02","1","1","1","1","1","2","2","1","2","2","2","","05","1","","01","1",365,"002","0000065"
"00261","01","3","02","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","01","1",367,"002","0000066"
"00262","02","3","02","1","1","1","1","1","1","2","1","1","2","1","2","03","1","","01","1",367,"002","0000066"
