"FOLIO","VIV_SEL","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P2_1","P2_2","P2_3","ENT","TLOC","FAC_VIV","EST_DIS","UPM_DIS"
"18890","08","2","01","2","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",1718,"279","0002984"
"18891","09","2","02","2","2","1","1","1","1","2","2","2","2","2","","07","1","","20","4",1718,"279","0002984"
"18892","10","2","03","2","2","1","1","1","1","2","2","2","2","2","","05","1","","20","4",1718,"279","0002984"
"18893","11","2","03","2","2","1","1","1","1","2","2","1","2","1","2","04","1","","20","4",1718,"279","0002984"
"18894","12","2","01","2","2","1","1","1","2","2","1","2","2","2","","03","1","","20","4",1718,"279","0002984"
"18895","13","2","02","3","2","1","1","1","2","2","1","1","2","2","","03","1","","20","4",1718,"279","0002984"
"18896","14","2","01","3","2","1","1","2","2","2","2","2","2","2","","04","1","","20","4",1718,"279","0002984"
"18897","15","1","02","2","2","2","2","","","","","","","","","05","1","","20","4",1718,"279","0002984"
"18898","16","2","03","3","2","1","1","1","1","2","1","2","2","2","","07","1","","20","4",1718,"279","0002984"
"18899","17","2","01","3","2","1","1","1","2","2","2","2","2","2","","01","1","","20","4",1718,"279","0002984"
"18900","18","3","01","1","2","1","1","2","2","2","2","2","2","2","","05","1","","20","4",1718,"279","0002984"
"18901","19","3","02","1","2","1","1","1","1","1","1","1","2","2","","04","1","","20","4",1718,"279","0002984"
"18902","20","1","02","3","2","1","1","1","1","2","2","2","2","2","","05","1","","20","4",1718,"279","0002984"
"18903","01","1","01","2","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1335,"279","0002985"
"18904","02","1","01","3","2","2","2","","","","","","","","","06","1","","20","4",1335,"279","0002985"
"18905","03","2","03","2","2","1","1","1","2","1","2","2","2","2","","06","1","","20","4",1335,"279","0002985"
"18906","05","2","02","1","2","1","1","1","2","2","2","2","2","1","2","05","1","","20","4",1335,"279","0002985"
"18907","07","2","01","2","2","1","1","1","1","2","1","2","2","2","","05","1","","20","4",1335,"279","0002985"
"18908","08","2","03","2","2","1","1","1","1","2","2","2","2","2","","02","1","","20","4",1335,"279","0002985"
"18909","09","3","03","2","2","1","1","1","1","2","1","2","2","1","2","04","1","","20","4",1335,"279","0002985"
"18910","10","1","02","2","2","1","1","2","2","2","2","2","2","2","","05","1","","20","4",1335,"279","0002985"
"18911","11","2","02","2","2","1","1","1","1","2","1","2","2","1","2","05","1","","20","4",1335,"279","0002985"
"18912","12","1","01","3","5","3","2","","","","","","","","","05","1","","20","4",1335,"279","0002985"
"18913","13","2","02","3","2","1","1","1","2","1","1","2","2","2","","05","1","","20","4",1335,"279","0002985"
"18914","14","1","01","3","5","3","1","2","2","2","2","2","2","2","","04","1","","20","4",1335,"279","0002985"
"18915","15","1","01","3","5","3","2","","","","","","","","","05","1","","20","4",1335,"279","0002985"
"18916","16","2","02","2","2","2","1","1","2","2","2","2","2","2","","07","1","","20","4",1335,"279","0002985"
"18917","17","3","02","3","2","1","1","1","1","2","1","2","2","1","2","04","1","","20","4",1335,"279","0002985"
"18918","19","2","02","2","2","1","1","1","2","2","2","2","2","2","","10","1","","20","4",1335,"279","0002985"
"18919","01","2","01","3","2","1","1","1","2","2","1","2","2","2","","04","1","","20","4",1209,"279","0002986"
"18920","02","2","02","3","2","1","1","1","2","2","1","2","2","2","","05","1","","20","4",1209,"279","0002986"
"18921","03","2","02","2","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",1209,"279","0002986"
"18922","04","2","02","2","2","1","1","1","2","2","1","1","2","1","2","05","1","","20","4",1209,"279","0002986"
"18923","05","2","02","2","2","1","1","1","2","1","1","2","2","2","","03","1","","20","4",1209,"279","0002986"
"18924","07","3","01","1","2","1","1","1","1","1","1","2","2","2","","04","1","","20","4",1209,"279","0002986"
"18925","09","2","01","3","2","1","1","1","2","2","1","2","2","2","","02","1","","20","4",1209,"279","0002986"
"18926","10","2","01","3","2","1","1","2","2","2","1","2","2","2","","03","1","","20","4",1209,"279","0002986"
"18927","11","2","01","3","2","1","1","2","2","2","1","2","2","2","","04","1","","20","4",1209,"279","0002986"
"18928","13","1","01","3","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",1209,"279","0002986"
"18929","14","2","01","3","2","1","1","1","2","2","1","2","2","2","","03","1","","20","4",1209,"279","0002986"
"18930","15","2","02","1","2","1","1","1","1","1","1","1","2","2","","03","1","","20","4",1209,"279","0002986"
"18931","16","2","01","2","2","1","1","1","2","1","2","1","2","2","","02","1","","20","4",1209,"279","0002986"
"18932","17","2","03","1","2","1","1","1","1","2","2","1","2","1","2","06","1","","20","4",1209,"279","0002986"
"18933","19","2","01","2","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1209,"279","0002986"
"18934","20","1","03","2","2","1","1","1","1","2","1","2","2","2","","05","1","","20","4",1209,"279","0002986"
"18935","21","2","01","2","2","1","1","1","2","2","2","2","2","2","","03","1","","20","4",1209,"279","0002986"
"18936","22","2","03","1","2","1","1","1","1","2","2","2","2","1","2","05","1","","20","4",1209,"279","0002986"
"18937","01","2","01","1","2","1","1","1","1","2","1","2","2","2","","05","1","","20","4",1356,"279","0002987"
"18938","02","2","02","2","2","1","1","1","1","2","2","2","2","2","","03","1","","20","4",1356,"279","0002987"
"18939","03","1","01","2","2","1","1","2","1","2","1","2","2","2","","03","1","","20","4",1356,"279","0002987"
"18940","04","2","02","1","2","1","1","1","2","1","2","1","2","2","","04","1","","20","4",1356,"279","0002987"
"18941","05","2","01","2","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1356,"279","0002987"
"18942","06","2","01","2","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",1356,"279","0002987"
"18943","07","1","01","2","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1356,"279","0002987"
"18944","08","2","01","2","2","2","1","1","1","2","1","2","2","2","","05","1","","20","4",1356,"279","0002987"
"18945","09","2","01","1","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1356,"279","0002987"
"18946","10","2","02","1","2","1","1","1","1","1","1","2","2","2","","03","1","","20","4",1356,"279","0002987"
"18947","11","2","01","1","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",1356,"279","0002987"
"18948","12","2","01","2","2","1","1","1","1","2","1","2","2","1","2","06","1","","20","4",1356,"279","0002987"
"18949","13","2","01","1","2","1","2","","","","","","","","","01","1","","20","4",1356,"279","0002987"
"18950","14","2","02","2","2","1","1","2","1","2","2","2","2","2","","04","1","","20","4",1356,"279","0002987"
"18951","16","2","02","2","2","1","1","1","1","1","1","2","2","2","","02","1","","20","4",1356,"279","0002987"
"18952","17","2","02","2","2","1","1","1","1","1","2","2","2","2","","06","1","","20","4",1356,"279","0002987"
"18953","18","2","02","2","2","1","1","2","1","1","2","2","2","1","2","06","1","","20","4",1356,"279","0002987"
"18954","19","2","01","2","2","1","1","2","2","2","2","2","2","2","","04","1","","20","4",1356,"279","0002987"
"18955","20","2","02","2","2","1","1","1","2","2","2","2","2","2","","03","1","","20","4",1356,"279","0002987"
"18956","01","2","02","1","2","1","1","1","2","1","1","2","2","2","","02","1","","20","4",1244,"279","0002988"
"18957","02","2","01","1","2","1","1","1","2","2","1","2","2","2","","01","1","","20","4",1244,"279","0002988"
"18958","03","2","02","1","2","1","1","1","2","1","1","2","2","1","2","03","1","","20","4",1244,"279","0002988"
"18959","04","2","02","1","2","1","1","1","1","1","1","1","2","2","","02","1","","20","4",1244,"279","0002988"
"18960","05","2","03","2","2","1","1","1","1","2","1","2","2","2","","06","1","","20","4",1244,"279","0002988"
"18961","06","2","03","3","2","1","1","1","1","1","1","2","2","2","","06","1","","20","4",1244,"279","0002988"
"18962","07","2","01","3","2","1","1","1","1","2","2","2","2","2","","01","1","","20","4",1244,"279","0002988"
"18963","08","2","01","3","2","1","1","1","2","2","2","2","2","2","","03","1","","20","4",1244,"279","0002988"
"18964","09","2","02","3","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1244,"279","0002988"
"18965","10","2","02","3","2","1","1","1","1","1","2","2","2","2","","05","1","","20","4",1244,"279","0002988"
"18966","11","3","03","3","2","1","1","1","2","1","2","2","2","2","","06","1","","20","4",1244,"279","0002988"
"18967","12","2","03","3","2","1","1","1","2","2","2","2","2","2","","04","1","","20","4",1244,"279","0002988"
"18968","13","2","05","1","2","1","1","1","2","1","2","1","1","2","","02","1","","20","4",1244,"279","0002988"
"18969","14","2","01","3","2","1","1","1","1","2","2","2","2","2","","08","1","","20","4",1244,"279","0002988"
"18970","16","1","01","2","2","1","1","1","1","2","1","2","2","2","","05","1","","20","4",1244,"279","0002988"
"18971","17","2","01","2","2","1","1","2","1","2","2","2","2","2","","02","1","","20","4",1244,"279","0002988"
"18972","18","2","02","2","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",1244,"279","0002988"
"18973","19","2","01","2","2","1","1","1","2","2","2","2","2","2","","01","1","","20","4",1244,"279","0002988"
"18974","01","2","02","3","5","2","1","1","1","2","1","2","2","2","","04","1","","20","4",951,"279","0002989"
"18975","02","2","01","2","5","2","1","1","1","2","1","2","2","2","","05","1","","20","4",951,"279","0002989"
"18976","03","2","02","2","2","1","1","2","1","1","1","1","2","2","","07","2","02","20","4",951,"279","0002989"
"18977","04","2","03","2","2","1","1","2","2","1","1","2","2","2","","05","1","","20","4",951,"279","0002989"
"18978","05","1","01","2","5","2","1","1","2","2","2","2","2","2","","03","1","","20","4",951,"279","0002989"
"18979","06","3","02","2","2","1","1","1","2","2","1","2","2","2","","02","1","","20","4",951,"279","0002989"
"18980","07","2","01","2","2","1","1","2","2","2","1","2","2","2","","01","1","","20","4",951,"279","0002989"
"18981","08","2","02","2","2","1","1","1","1","2","2","2","2","1","2","04","1","","20","4",951,"279","0002989"
"18982","10","2","02","2","2","1","1","1","2","2","2","2","2","2","","01","1","","20","4",951,"279","0002989"
"18983","11","2","01","2","2","1","1","2","1","2","2","2","2","2","","04","1","","20","4",951,"279","0002989"
"18984","12","2","01","2","2","1","1","1","2","2","1","1","2","1","2","01","1","","20","4",951,"279","0002989"
"18985","13","2","02","2","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",951,"279","0002989"
"18986","14","2","04","2","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",951,"279","0002989"
"18987","15","1","01","1","2","1","1","1","1","1","1","2","2","2","","03","1","","20","4",951,"279","0002989"
"18988","16","2","02","1","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",951,"279","0002989"
"18989","17","2","01","2","2","1","1","2","2","2","1","2","2","2","","01","1","","20","4",951,"279","0002989"
"18990","18","2","02","2","2","1","1","1","2","2","2","2","2","2","","05","1","","20","4",951,"279","0002989"
"18991","19","2","01","2","2","1","1","2","2","2","2","2","2","2","","03","1","","20","4",951,"279","0002989"
"18992","20","2","01","1","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",951,"279","0002989"
"18993","02","1","01","2","2","2","1","1","2","2","1","2","2","2","","04","1","","20","4",1411,"279","0002990"
"18994","03","2","01","2","2","2","1","1","2","2","1","2","2","2","","05","1","","20","4",1411,"279","0002990"
"18995","07","1","03","2","2","1","1","2","2","2","2","1","2","1","2","04","1","","20","4",1411,"279","0002990"
"18996","08","1","02","2","2","1","2","","","","","","","","","06","1","","20","4",1411,"279","0002990"
"18997","09","1","01","2","2","1","2","","","","","","","","","04","1","","20","4",1411,"279","0002990"
"18998","10","1","01","2","2","1","2","","","","","","","","","03","1","","20","4",1411,"279","0002990"
"18999","11","1","02","2","5","2","1","2","2","2","1","2","2","2","","07","1","","20","4",1411,"279","0002990"
"19000","12","2","01","2","5","2","1","1","2","2","1","2","2","2","","02","1","","20","4",1411,"279","0002990"
"19001","13","2","02","2","5","2","1","1","1","1","2","2","2","2","","07","1","","20","4",1411,"279","0002990"
"19002","14","1","01","2","2","2","1","1","2","2","2","2","2","2","","06","1","","20","4",1411,"279","0002990"
"19003","15","2","02","2","5","2","1","1","1","2","2","2","2","2","","01","1","","20","4",1411,"279","0002990"
"19004","17","2","03","2","2","2","1","1","2","2","2","2","2","2","","06","1","","20","4",1411,"279","0002990"
"19005","18","2","02","2","2","1","1","1","1","1","1","2","2","2","","04","1","","20","4",1411,"279","0002990"
"19006","19","2","02","2","2","2","1","1","2","2","1","2","2","2","","02","1","","20","4",1411,"279","0002990"
"19007","20","2","01","2","2","1","1","1","2","2","1","2","2","2","","03","1","","20","4",1411,"279","0002990"
"19008","01","2","02","2","5","2","1","1","2","2","2","2","2","2","","04","1","","20","4",1166,"279","0002991"
"19009","02","1","01","2","5","2","1","2","2","2","2","2","2","2","","04","1","","20","4",1166,"279","0002991"
"19010","03","2","02","2","5","2","1","1","2","2","2","1","2","1","2","04","1","","20","4",1166,"279","0002991"
"19011","04","2","02","3","5","2","1","1","2","2","2","2","2","2","","03","1","","20","4",1166,"279","0002991"
"19012","05","2","02","2","5","2","1","1","2","1","1","2","2","2","","02","1","","20","4",1166,"279","0002991"
"19013","06","2","03","2","5","2","1","1","1","2","2","2","2","2","","03","1","","20","4",1166,"279","0002991"
"19014","07","1","02","2","3","1","1","1","2","2","2","1","2","1","2","06","1","","20","4",1166,"279","0002991"
"19015","08","1","02","2","5","2","1","1","2","2","2","2","2","2","","05","1","","20","4",1166,"279","0002991"
"19016","09","2","03","2","3","1","1","1","1","2","2","2","2","1","2","04","1","","20","4",1166,"279","0002991"
"19017","10","2","03","1","2","1","1","1","2","1","2","1","2","1","2","06","1","","20","4",1166,"279","0002991"
"19018","11","1","02","2","5","2","1","2","2","2","2","2","2","2","","02","1","","20","4",1166,"279","0002991"
"19019","12","1","02","2","5","2","1","1","1","2","2","2","2","2","","02","1","","20","4",1166,"279","0002991"
"19020","13","2","02","2","5","2","1","1","2","1","1","2","2","2","","08","1","","20","4",1166,"279","0002991"
"19021","14","2","02","2","5","2","1","1","1","1","2","2","2","2","","03","1","","20","4",1166,"279","0002991"
"19022","15","2","03","2","5","2","1","1","2","2","2","2","2","2","","03","1","","20","4",1166,"279","0002991"
"19023","16","2","01","2","5","2","1","1","2","1","1","2","2","2","","03","1","","20","4",1166,"279","0002991"
"19024","17","2","02","2","5","2","1","2","1","1","1","2","2","2","","05","1","","20","4",1166,"279","0002991"
"19025","18","1","01","2","5","2","1","2","2","2","2","2","2","2","","02","1","","20","4",1166,"279","0002991"
"19026","01","2","02","2","2","1","1","1","2","1","1","2","2","2","","04","1","","20","4",1310,"279","0002992"
"19027","02","2","02","2","2","1","1","1","1","2","1","2","2","2","","01","1","","20","4",1310,"279","0002992"
"19028","03","2","02","2","2","1","1","1","2","2","1","2","2","2","","05","1","","20","4",1310,"279","0002992"
"19029","04","2","01","2","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",1310,"279","0002992"
"19030","05","2","03","2","2","1","1","1","1","1","1","2","2","2","","06","1","","20","4",1310,"279","0002992"
"19031","06","2","02","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1310,"279","0002992"
"19032","07","1","01","2","2","1","1","2","2","2","2","2","2","2","","04","1","","20","4",1310,"279","0002992"
"19033","08","1","02","2","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",1310,"279","0002992"
"19034","09","2","01","2","2","1","1","1","1","2","1","2","2","2","","12","1","","20","4",1310,"279","0002992"
"19035","10","2","02","2","2","1","1","1","1","2","2","2","2","2","","02","1","","20","4",1310,"279","0002992"
"19036","12","2","03","1","2","1","1","1","1","2","1","2","2","2","","08","1","","20","4",1310,"279","0002992"
"19037","13","2","02","1","2","1","1","1","1","1","1","1","2","1","2","04","1","","20","4",1310,"279","0002992"
"19038","14","3","01","2","2","1","1","1","2","2","1","2","2","2","","07","1","","20","4",1310,"279","0002992"
"19039","15","2","02","2","2","1","1","1","2","2","1","2","2","2","","07","1","","20","4",1310,"279","0002992"
"19040","18","2","01","2","2","1","1","2","1","2","2","2","2","2","","02","1","","20","4",1310,"279","0002992"
"19041","19","2","01","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1310,"279","0002992"
"19042","20","2","02","2","2","1","1","1","2","2","2","2","2","2","","03","1","","20","4",1310,"279","0002992"
"19043","01","2","03","2","2","2","1","2","1","1","1","2","2","2","","14","1","","20","4",1167,"279","0002993"
"19044","02","2","02","2","2","2","1","1","1","2","2","2","2","2","","05","1","","20","4",1167,"279","0002993"
"19045","03","2","03","2","2","2","1","1","1","2","1","2","2","2","","05","1","","20","4",1167,"279","0002993"
"19046","04","2","01","2","2","1","1","2","2","1","2","2","2","2","","02","1","","20","4",1167,"279","0002993"
"19047","05","2","01","1","2","2","1","1","2","2","1","2","2","2","","04","1","","20","4",1167,"279","0002993"
"19048","06","2","03","2","2","1","1","1","2","1","2","2","2","2","","05","1","","20","4",1167,"279","0002993"
"19049","07","2","02","2","2","2","1","1","1","2","1","2","2","2","","05","1","","20","4",1167,"279","0002993"
"19050","08","2","04","2","2","2","1","2","1","2","1","2","2","2","","07","1","","20","4",1167,"279","0002993"
"19051","09","1","01","2","2","2","1","1","2","2","1","2","2","2","","03","1","","20","4",1167,"279","0002993"
"19052","10","2","01","2","2","1","1","1","2","1","2","2","2","2","","04","1","","20","4",1167,"279","0002993"
"19053","11","1","04","2","2","2","1","2","2","2","2","2","2","2","","06","1","","20","4",1167,"279","0002993"
"19054","12","2","01","2","2","2","1","2","1","1","2","2","2","2","","02","1","","20","4",1167,"279","0002993"
"19055","13","1","02","2","2","2","1","1","2","2","2","2","2","2","","07","1","","20","4",1167,"279","0002993"
"19056","14","2","03","2","2","2","1","1","2","1","1","2","2","2","","07","1","","20","4",1167,"279","0002993"
"19057","15","2","02","2","2","2","1","2","2","1","2","1","2","1","2","06","1","","20","4",1167,"279","0002993"
"19058","16","1","01","2","5","2","1","2","2","2","2","2","2","1","2","03","1","","20","4",1167,"279","0002993"
"19059","17","2","01","2","2","2","1","2","1","1","2","2","2","1","2","07","1","","20","4",1167,"279","0002993"
"19060","18","2","01","2","2","2","1","2","2","2","2","2","2","2","","01","1","","20","4",1167,"279","0002993"
"19061","19","2","01","2","2","2","1","1","2","2","2","2","2","1","2","04","1","","20","4",1167,"279","0002993"
"19062","20","2","01","2","2","2","1","1","2","2","2","2","2","2","","03","1","","20","4",1167,"279","0002993"
"19063","01","2","02","3","2","2","1","2","2","1","2","2","2","2","","05","1","","20","4",1349,"279","0002994"
"19064","02","2","02","3","2","1","1","2","1","1","1","2","2","2","","05","1","","20","4",1349,"279","0002994"
"19065","03","2","03","3","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1349,"279","0002994"
"19066","04","2","02","3","2","1","1","1","1","2","1","2","2","2","","05","1","","20","4",1349,"279","0002994"
"19067","05","2","03","3","2","1","1","1","2","2","1","2","2","2","","06","1","","20","4",1349,"279","0002994"
"19068","06","2","02","3","2","1","1","1","2","2","1","2","2","2","","05","1","","20","4",1349,"279","0002994"
"19069","07","2","02","3","2","1","1","1","2","2","2","2","2","2","","04","1","","20","4",1349,"279","0002994"
"19070","08","1","01","3","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1349,"279","0002994"
"19071","09","2","03","3","2","1","1","1","1","1","1","2","2","1","2","05","1","","20","4",1349,"279","0002994"
"19072","10","2","04","3","2","1","1","2","1","2","2","2","2","1","2","13","2","02","20","4",1349,"279","0002994"
"19073","11","2","04","2","2","1","1","1","1","2","2","2","2","2","","06","1","","20","4",1349,"279","0002994"
"19074","12","2","02","3","5","2","1","2","2","2","2","2","2","2","","05","1","","20","4",1349,"279","0002994"
"19075","13","2","01","3","2","2","1","1","2","2","2","2","2","2","","04","1","","20","4",1349,"279","0002994"
"19076","14","2","01","3","2","1","1","2","2","2","2","2","2","2","","04","1","","20","4",1349,"279","0002994"
"19077","15","2","01","2","2","1","1","1","2","2","2","2","2","2","","01","1","","20","4",1349,"279","0002994"
"19078","16","3","01","3","1","1","1","2","2","2","2","2","2","2","","03","1","","20","4",1349,"279","0002994"
"19079","17","3","02","2","2","1","1","1","2","1","2","2","2","2","","03","1","","20","4",1349,"279","0002994"
"19080","18","2","02","3","2","1","1","1","1","2","2","2","2","1","2","04","1","","20","4",1349,"279","0002994"
"19081","19","2","01","3","2","1","1","2","2","2","2","2","2","2","","08","1","","20","4",1349,"279","0002994"
"19082","20","2","02","2","2","2","1","1","2","2","2","2","2","2","","01","1","","20","4",1349,"279","0002994"
"19083","01","2","01","2","2","1","1","1","2","2","1","2","2","2","","02","1","","20","4",883,"279","0002995"
"19084","02","1","02","2","2","1","1","1","1","2","2","2","2","2","","03","1","","20","4",883,"279","0002995"
"19085","03","2","02","2","5","1","1","1","2","2","1","2","2","2","","02","1","","20","4",883,"279","0002995"
"19086","04","2","04","2","2","1","1","1","1","1","1","1","2","2","","03","1","","20","4",883,"279","0002995"
"19087","05","2","03","1","2","1","1","1","1","2","1","1","2","2","","04","1","","20","4",883,"279","0002995"
"19088","07","2","02","2","5","3","1","1","1","1","1","2","2","2","","02","1","","20","4",883,"279","0002995"
"19089","08","2","01","2","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",883,"279","0002995"
"19090","09","2","01","2","2","1","1","1","1","2","1","2","2","1","2","06","1","","20","4",883,"279","0002995"
"19091","10","2","01","2","2","1","1","1","2","2","1","1","2","2","","02","1","","20","4",883,"279","0002995"
"19092","11","2","01","2","2","1","1","1","2","2","1","2","2","2","","02","1","","20","4",883,"279","0002995"
"19093","12","2","05","1","2","1","1","1","1","1","1","1","2","2","","03","1","","20","4",883,"279","0002995"
"19094","13","2","01","3","5","2","1","2","2","2","1","2","2","2","","03","1","","20","4",883,"279","0002995"
"19095","15","2","01","2","5","2","1","1","2","2","2","2","2","2","","02","1","","20","4",883,"279","0002995"
"19096","16","2","01","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",883,"279","0002995"
"19097","17","2","02","2","2","1","1","1","2","2","1","1","2","2","","06","1","","20","4",883,"279","0002995"
"19098","18","2","01","2","2","1","1","2","2","2","1","2","2","2","","02","1","","20","4",883,"279","0002995"
"19099","19","2","02","2","2","1","1","2","2","2","1","2","2","2","","03","1","","20","4",883,"279","0002995"
"19100","20","3","01","2","2","1","1","1","1","2","2","1","2","2","","05","1","","20","4",883,"279","0002995"
"19101","01","2","01","1","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1305,"279","0002996"
"19102","02","2","02","2","2","1","1","1","2","2","2","1","2","2","","04","1","","20","4",1305,"279","0002996"
"19103","03","2","01","2","2","3","1","2","2","2","2","2","2","2","","04","1","","20","4",1305,"279","0002996"
"19104","04","2","02","1","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1305,"279","0002996"
"19105","05","2","01","2","2","1","1","2","2","2","2","2","2","2","","01","1","","20","4",1305,"279","0002996"
"19106","06","2","01","2","2","1","1","1","1","2","2","2","2","2","","05","1","","20","4",1305,"279","0002996"
"19107","07","2","01","2","2","1","1","2","1","2","2","2","2","2","","03","1","","20","4",1305,"279","0002996"
"19108","08","3","02","2","2","1","1","1","1","1","1","2","2","2","","03","1","","20","4",1305,"279","0002996"
"19109","09","2","01","2","2","1","1","1","1","1","2","2","2","2","","03","1","","20","4",1305,"279","0002996"
"19110","10","2","01","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1305,"279","0002996"
"19111","11","1","02","1","2","1","1","1","1","2","1","2","2","2","","05","1","","20","4",1305,"279","0002996"
"19112","12","2","02","1","2","1","1","1","1","2","2","2","2","1","2","06","1","","20","4",1305,"279","0002996"
"19113","13","2","01","2","2","1","1","1","1","2","2","2","2","2","","02","1","","20","4",1305,"279","0002996"
"19114","14","1","01","2","5","3","1","2","2","2","1","2","2","2","","08","1","","20","4",1305,"279","0002996"
"19115","15","1","01","3","5","3","1","1","2","2","1","2","2","2","","02","1","","20","4",1305,"279","0002996"
"19116","16","2","02","2","2","1","1","1","1","1","1","2","2","1","2","03","1","","20","4",1305,"279","0002996"
"19117","17","2","02","3","2","1","1","1","1","1","1","1","2","2","","02","1","","20","4",1305,"279","0002996"
"19118","18","1","01","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1305,"279","0002996"
"19119","20","2","02","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1305,"279","0002996"
"19120","01","2","03","1","2","1","1","1","1","2","1","2","2","2","","04","1","","20","4",1097,"279","0002997"
"19121","03","2","01","2","5","2","1","1","1","1","2","2","2","2","","02","1","","20","4",1097,"279","0002997"
"19122","04","2","03","1","2","1","1","1","2","2","1","2","2","2","","03","1","","20","4",1097,"279","0002997"
"19123","05","2","02","2","2","1","1","1","2","2","2","1","2","1","2","04","1","","20","4",1097,"279","0002997"
"19124","06","2","04","2","2","1","1","1","1","2","1","1","2","1","2","05","2","02","20","4",1097,"279","0002997"
"19125","07","2","01","2","2","1","1","1","2","2","2","2","2","2","","02","1","","20","4",1097,"279","0002997"
"19126","08","2","01","2","2","1","1","1","1","2","1","2","2","2","","02","1","","20","4",1097,"279","0002997"
"19127","09","3","02","2","2","1","1","1","1","1","1","1","2","1","2","04","1","","20","4",1097,"279","0002997"
"19128","11","2","02","2","2","2","1","2","2","2","1","2","2","2","","04","1","","20","4",1097,"279","0002997"
"19129","12","2","02","2","2","1","1","1","1","2","2","2","2","2","","04","1","","20","4",1097,"279","0002997"
"19130","13","1","02","2","2","1","1","1","1","1","2","1","2","2","","05","1","","20","4",1097,"279","0002997"
"19131","15","2","02","2","5","2","1","2","2","2","1","1","2","1","2","03","1","","20","4",1097,"279","0002997"
"19132","16","1","03","2","5","2","1","1","2","2","1","2","2","2","","03","1","","20","4",1097,"279","0002997"
"19133","18","2","02","2","5","2","1","1","2","1","2","2","2","2","","05","1","","20","4",1097,"279","0002997"
"19134","01","2","01","2","3","1","1","1","2","2","2","2","2","2","","01","1","","20","4",885,"279","0002998"
"19135","03","2","01","1","2","1","1","1","2","2","2","2","2","2","","03","1","","20","4",885,"279","0002998"
"19136","04","2","02","2","1","1","1","2","2","2","1","2","2","2","","07","1","","20","4",885,"279","0002998"
"19137","05","2","02","1","2","1","1","1","2","2","2","2","2","2","","04","1","","20","4",885,"279","0002998"
"19138","06","2","02","2","2","1","1","1","2","1","2","2","2","2","","03","1","","20","4",885,"279","0002998"
"19139","07","2","01","2","5","2","1","1","2","2","1","2","2","2","","02","1","","20","4",885,"279","0002998"
"19140","08","2","02","2","2","3","1","2","2","2","2","2","2","2","","02","1","","20","4",885,"279","0002998"
"19141","10","2","01","2","1","1","1","2","2","2","2","2","2","2","","02","1","","20","4",885,"279","0002998"
"19142","11","2","01","2","1","1","1","1","1","2","1","1","2","1","2","04","1","","20","4",885,"279","0002998"
"19143","12","2","01","2","2","1","1","2","2","2","2","2","2","2","","04","1","","20","4",885,"279","0002998"
"19144","15","2","01","2","5","2","1","2","2","2","2","2","2","2","","03","1","","20","4",885,"279","0002998"
"19145","18","2","01","1","1","1","1","2","2","2","1","2","2","2","","04","1","","20","4",885,"279","0002998"
"19146","19","2","03","2","2","1","1","2","2","2","1","2","2","2","","06","1","","20","4",885,"279","0002998"
"19147","20","2","01","2","3","1","1","1","2","2","2","2","2","2","","01","1","","20","4",885,"279","0002998"
"19148","05","2","01","2","2","2","1","1","2","2","2","2","2","2","","06","1","","20","4",698,"279","0002999"
"19149","07","2","02","3","2","1","1","2","2","2","2","2","2","2","","02","1","","20","4",698,"279","0002999"
"19150","08","2","03","2","1","1","1","1","2","2","2","2","2","2","","05","1","","20","4",698,"279","0002999"
"19151","10","2","02","3","1","1","1","2","2","2","2","2","2","2","","02","1","","20","4",698,"279","0002999"
